order_id,store_id,product_id,units,created_at
853092,1,2609,2,2021-11-19 09:02:40.86352 UTC
878231,1,2609,1,2021-11-21 10:07:06.605099 UTC
741526,1,2609,1,2021-11-09 19:19:17.442293 UTC
803083,1,2609,1,2021-11-14 10:32:46.707457 UTC
705272,1,2609,1,2021-11-05 14:27:28.481686 UTC
805663,1,2609,1,2021-11-14 14:41:49.518991 UTC
820389,1,2609,1,2021-11-15 19:30:11.430276 UTC
2015783,1,2609,1,2022-01-15 16:01:29.631854 UTC
1258182,1,2609,1,2021-12-02 20:38:40.807397 UTC
704691,1,2609,1,2021-11-05 13:49:32.294991 UTC
2045660,1,2609,1,2022-01-17 14:36:25.806484 UTC
1396657,1,2609,1,2021-12-11 08:49:43.215996 UTC
1482602,1,2609,1,2021-12-16 10:28:31.325717 UTC
2039162,1,2609,1,2022-01-16 19:54:35.362627 UTC
689302,1,2609,1,2021-11-03 16:31:24.880546 UTC
1359776,1,2609,1,2021-12-09 12:33:09.33137 UTC
1546896,1,2609,1,2021-12-18 22:28:37.72706 UTC
1331166,1,2609,1,2021-12-07 12:49:17.447256 UTC
1501705,1,2609,1,2021-12-16 19:59:22.088903 UTC
1946377,1,2609,1,2022-01-11 15:22:33.626533 UTC
1312144,1,2609,1,2021-12-06 11:42:50.002869 UTC
1335385,1,2609,2,2021-12-07 16:30:35.29007 UTC
1646314,1,2609,2,2021-12-23 19:19:52.259774 UTC
1159125,1,2609,1,2021-11-28 19:21:18.498033 UTC
1251888,1,2609,1,2021-12-02 14:03:01.341109 UTC
1326134,1,2609,1,2021-12-06 20:45:38.430939 UTC
1384791,1,2609,1,2021-12-10 16:07:49.450963 UTC
1516399,1,2609,1,2021-12-17 16:03:22.907124 UTC
744200,1,2609,2,2021-11-10 11:02:08.917328 UTC
1780439,1,2609,1,2021-12-30 06:54:38.63136 UTC
750325,1,2609,1,2021-11-10 18:29:16.36604 UTC
848534,1,2609,2,2021-11-18 17:41:47.919835 UTC
799226,1,2609,1,2021-11-13 19:47:09.569846 UTC
1686969,1,2609,2,2021-12-24 19:05:51.450369 UTC
1468005,1,2609,1,2021-12-15 13:22:47.071622 UTC
944480,1,2609,1,2021-11-25 13:23:23.909107 UTC
1688009,1,2609,1,2021-12-24 21:01:01.564081 UTC
1675193,1,2609,3,2021-12-24 15:51:25.370276 UTC
1689780,1,2609,2,2021-12-26 07:32:27.682524 UTC
940145,1,2609,2,2021-11-25 08:12:19.094587 UTC
1619858,1,2609,1,2021-12-22 22:45:57.558341 UTC
753507,1,2609,1,2021-11-11 07:53:23.98089 UTC
737034,1,2609,1,2021-11-09 08:38:00.468823 UTC
783154,1,2609,1,2021-11-12 18:13:56.881746 UTC
762305,1,2609,1,2021-11-11 20:19:19.266818 UTC
1905118,1,2609,1,2022-01-08 11:34:38.734249 UTC
900432,1,2609,1,2021-11-23 08:16:25.900334 UTC
812410,1,2609,1,2021-11-15 11:55:16.811275 UTC
1954571,1,2609,1,2022-01-12 08:30:18.259932 UTC
880412,1,2609,2,2021-11-21 13:22:00.70533 UTC
945249,1,2609,1,2021-11-25 13:52:56.557607 UTC
881158,1,2609,1,2021-11-21 14:12:45.725131 UTC
743725,1,2609,1,2021-11-10 09:11:26.150109 UTC
834958,1,2609,1,2021-11-17 15:07:07.554678 UTC
1334432,1,2609,1,2021-12-07 15:42:59.042139 UTC
1327393,1,2609,1,2021-12-06 22:24:23.102189 UTC
1881431,1,2609,1,2022-01-06 16:30:32.817581 UTC
1737176,1,2609,1,2021-12-28 15:59:25.041278 UTC
1302063,1,2609,2,2021-12-05 15:33:17.622022 UTC
1278404,1,2609,1,2021-12-04 00:04:09.181223 UTC
1320562,1,2609,1,2021-12-06 17:09:12.696696 UTC
1571969,1,2609,1,2021-12-20 17:54:18.656348 UTC
689330,1,2609,1,2021-11-03 16:35:03.945528 UTC
1527351,1,2609,1,2021-12-18 09:32:01.272035 UTC
2006859,1,2609,1,2022-01-15 10:18:34.880236 UTC
1388603,1,2609,1,2021-12-10 18:25:18.238845 UTC
1527216,1,2609,1,2021-12-18 09:13:54.868483 UTC
1475038,1,2609,1,2021-12-15 18:18:06.001527 UTC
1339406,1,2609,1,2021-12-07 20:17:13.452477 UTC
1237513,1,2609,1,2021-12-01 11:39:29.052324 UTC
1941535,1,2609,1,2022-01-11 08:57:53.558978 UTC
1996557,1,2609,1,2022-01-14 17:31:15.146028 UTC
2042584,1,2609,1,2022-01-17 10:44:24.365858 UTC
1354221,1,2609,1,2021-12-08 21:12:48.16979 UTC
926604,1,2609,1,2021-11-24 15:18:14.645914 UTC
799404,1,2609,1,2021-11-13 19:57:41.920455 UTC
799259,1,2609,1,2021-11-13 19:49:23.153717 UTC
795113,1,2609,1,2021-11-13 14:36:59.831324 UTC
762918,1,2609,1,2021-11-11 20:59:22.245314 UTC
1879314,1,2609,1,2022-01-06 15:00:58.177677 UTC
1675044,1,2609,3,2021-12-24 15:49:39.62438 UTC
1569054,1,2609,1,2021-12-20 15:11:33.497481 UTC
1278401,1,2609,1,2021-12-04 00:03:20.143072 UTC
1675239,1,2609,3,2021-12-24 15:51:51.83288 UTC
1480989,1,2609,1,2021-12-15 23:35:35.048208 UTC
817416,1,2609,1,2021-11-15 16:36:46.690794 UTC
807771,1,2609,3,2021-11-14 17:47:10.661123 UTC
831793,1,2609,1,2021-11-17 10:18:12.59561 UTC
842614,1,2609,1,2021-11-18 07:32:58.580627 UTC
760028,1,2609,1,2021-11-11 17:53:25.397995 UTC
894091,1,2609,1,2021-11-22 15:46:47.206337 UTC
1353201,1,2609,1,2021-12-08 20:16:42.071117 UTC
811824,1,2609,1,2021-11-15 10:47:19.002816 UTC
677846,1,2609,1,2021-11-01 20:54:28.837918 UTC
868104,1,2609,2,2021-11-20 13:20:28.635959 UTC
852841,1,2609,1,2021-11-19 08:08:46.487956 UTC
769967,1,2609,1,2021-11-12 12:47:01.674866 UTC
760193,1,2609,1,2021-11-11 18:01:34.998267 UTC
1648721,1,2609,2,2021-12-23 20:55:15.101015 UTC
925128,1,2609,1,2021-11-24 14:27:55.897116 UTC
758518,1,2609,1,2021-11-11 16:39:40.018103 UTC
820085,1,2609,1,2021-11-15 19:11:53.814153 UTC
933809,1,2609,1,2021-11-24 18:40:10.26039 UTC
835414,1,2609,1,2021-11-17 15:39:28.365601 UTC
1335785,1,2609,1,2021-12-07 16:47:32.429522 UTC
1906930,1,2609,1,2022-01-08 13:26:32.166333 UTC
1384100,1,2609,1,2021-12-10 15:43:10.550678 UTC
1323206,1,2609,2,2021-12-06 18:36:34.928294 UTC
1249483,1,2609,1,2021-12-02 11:07:05.268229 UTC
1592284,1,2609,1,2021-12-21 19:48:43.34885 UTC
2043844,1,2609,1,2022-01-17 12:32:08.312051 UTC
1426967,1,2609,1,2021-12-12 18:04:17.657463 UTC
1573022,1,2609,1,2021-12-20 18:53:09.297559 UTC
671381,1,2609,4,2021-11-01 09:55:43.090821 UTC
1431829,1,2609,1,2021-12-13 08:47:46.37237 UTC
1904267,1,2609,2,2022-01-08 10:51:53.917027 UTC
1396527,1,2609,1,2021-12-11 08:26:10.995719 UTC
1942511,1,2609,1,2022-01-11 11:01:56.012265 UTC
1266641,1,2609,1,2021-12-03 15:18:19.222345 UTC
1462490,1,2609,1,2021-12-14 22:53:54.173105 UTC
1481256,1,2609,1,2021-12-16 07:20:57.692769 UTC
1227482,1,2609,2,2021-11-30 19:32:57.847801 UTC
1389374,1,2609,1,2021-12-10 18:56:03.948239 UTC
1575889,1,2609,1,2021-12-20 21:18:33.211596 UTC
850312,1,2609,1,2021-11-18 19:39:38.683699 UTC
1756691,1,2609,1,2021-12-29 08:53:58.332049 UTC
744239,1,2609,1,2021-11-10 11:08:24.552579 UTC
772184,1,2609,2,2021-11-12 13:33:05.655866 UTC
1942480,1,2609,1,2022-01-11 10:59:24.463818 UTC
944554,1,2609,1,2021-11-25 13:26:07.017478 UTC
1544262,1,2609,1,2021-12-18 19:43:57.741007 UTC
1467926,1,2609,1,2021-12-15 13:18:26.871729 UTC
744830,1,2609,2,2021-11-10 12:03:27.937863 UTC
784098,1,2609,2,2021-11-12 18:35:58.637907 UTC
906387,1,2609,1,2021-11-23 14:51:49.83999 UTC
678527,1,2609,1,2021-11-01 22:03:47.312649 UTC
950593,1,2609,1,2021-11-25 17:12:55.551095 UTC
1386615,1,2609,1,2021-12-10 17:13:31.302839 UTC
877898,1,2609,1,2021-11-21 08:59:03.696506 UTC
1973377,1,2609,1,2022-01-13 13:42:22.450263 UTC
1942523,1,2609,1,2022-01-11 11:02:59.149582 UTC
918752,1,2609,1,2021-11-24 09:13:06.089399 UTC
737699,1,2609,1,2021-11-09 11:21:31.655607 UTC
814106,1,2609,1,2021-11-15 13:37:14.36245 UTC
737822,1,2609,1,2021-11-09 11:40:35.900874 UTC
1775537,1,2609,2,2021-12-29 19:11:49.39674 UTC
1875277,1,2609,1,2022-01-06 11:48:33.590758 UTC
678333,1,2609,1,2021-11-01 21:43:55.120114 UTC
791194,1,2609,1,2021-11-13 08:22:00.097922 UTC
713595,1,2609,2,2021-11-06 09:27:23.343432 UTC
692412,1,2609,1,2021-11-04 07:45:58.711426 UTC
793667,1,2609,2,2021-11-13 12:50:04.362269 UTC
832563,1,2609,2,2021-11-17 11:54:58.565849 UTC
1666593,1,2609,1,2021-12-24 14:11:13.982312 UTC
695778,1,2609,2,2021-11-04 16:20:02.570743 UTC
1957513,1,2609,1,2022-01-12 13:23:43.645329 UTC
1476339,1,2609,1,2021-12-15 19:07:11.477504 UTC
1723466,1,2609,1,2021-12-28 09:47:56.080569 UTC
1344432,1,2609,2,2021-12-08 12:00:23.884685 UTC
1973976,1,2609,3,2022-01-13 14:08:42.091097 UTC
1643828,1,2609,1,2021-12-23 17:53:51.656304 UTC
1781007,1,2609,2,2021-12-30 08:30:39.311872 UTC
1308684,1,2609,1,2021-12-05 21:53:44.509699 UTC
879218,1,2609,1,2021-11-21 11:52:48.073413 UTC
1617646,1,2609,1,2021-12-22 21:10:32.310113 UTC
1651271,1,2609,1,2021-12-24 07:08:50.126965 UTC
693598,1,2609,1,2021-11-04 12:22:05.377713 UTC
1224338,1,2609,1,2021-11-30 18:27:03.959045 UTC
1593310,1,2609,1,2021-12-21 20:43:41.496994 UTC
1216265,1,2609,1,2021-11-30 11:54:48.39812 UTC
1217257,1,2609,1,2021-11-30 13:05:07.297751 UTC
1453195,1,2609,1,2021-12-14 14:46:58.666726 UTC
1876295,1,2609,1,2022-01-06 12:36:37.971566 UTC
1959616,1,2609,1,2022-01-12 15:52:32.463178 UTC
1905708,1,2609,1,2022-01-08 12:16:10.307997 UTC
1439096,1,2609,1,2021-12-13 16:19:12.263368 UTC
1562629,1,2609,1,2021-12-20 07:26:05.236782 UTC
