now,id,store_id,product_id,quantity,created_at,updated_at,primary_location,secondary_location,name,ean,price,priority,is_available,stock_status
2022-01-13 08:00:10.073418 UTC,114219,17,2609,0,2022-01-08 17:04:12.866120,2022-01-11 16:20:23.338655,A4,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-13 08:00:10.073418 UTC,35745,29,2609,0,2021-09-03 17:16:06.433411,2021-11-05 11:12:25.459343,A,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-13 08:00:10.073418 UTC,35945,20,2609,0,2021-09-04 13:11:15.861926,2022-01-11 19:50:03.479331,A7,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,33851,18,2609,0,2021-09-02 14:28:12.049707,2022-01-09 16:23:53.348188,A5,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,79687,42,2609,0,2021-11-13 13:46:05.013882,2022-01-12 14:12:58.690272,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,87688,53,2609,0,2021-11-28 12:54:29.536705,2022-01-11 16:08:31.755852,B2,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,66859,54,2609,0,2021-10-30 12:28:58.868632,2022-01-10 17:11:53.990174,A6,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,79532,43,2609,0,2021-11-13 12:02:26.942257,2022-01-11 21:40:00.118690,"","",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,33584,2,2609,0,2021-09-02 12:55:43.027036,2022-01-12 14:12:34.071654,H1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,77737,60,2609,0,2021-11-11 16:10:06.861619,2022-01-12 19:32:56.995181,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,107975,79,2609,0,2021-12-27 17:09:43.033100,2021-12-27 22:44:13.567627,A3,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-13 08:00:10.073418 UTC,53319,40,2609,0,2021-10-12 15:27:06.249314,2022-01-11 19:30:02.957059,,,Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,34918,19,2609,0,2021-09-03 10:12:38.467318,2022-01-11 17:07:46.362910,B4,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,102561,62,2609,0,2021-12-21 14:27:37.414936,2022-01-06 22:08:36.753296,A4,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-13 08:00:10.073418 UTC,66856,59,2609,0,2021-10-30 12:26:34.424456,2022-01-11 18:50:07.349098,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,35753,16,2609,0,2021-09-03 17:22:42.251394,2021-11-08 21:09:56.570477,B,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-13 08:00:10.073418 UTC,37265,23,2609,0,2021-09-10 15:28:27.200396,2021-09-29 04:03:52.349984,,,Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-13 08:00:10.073418 UTC,33790,22,2609,0,2021-09-02 14:01:23.975192,2022-01-11 15:54:13.261891,D,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,53250,28,2609,0,2021-10-12 13:59:53.464471,2022-01-11 15:46:40.823130,G5,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,89597,64,2609,0,2021-12-02 14:22:48.196302,2022-01-12 10:54:58.870333,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,80182,35,2609,0,2021-11-16 14:45:43.178718,2022-01-11 22:15:30.329691,B1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,79752,14,2609,0,2021-11-13 14:11:56.362754,2022-01-11 20:52:55.042904,A4,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,36043,1,2609,0,2021-09-06 10:03:12.438050,2022-01-12 18:52:33.239545,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,105951,78,2609,0,2021-12-23 20:58:23.650855,2022-01-05 20:14:00.080950,A2,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-13 08:00:10.073418 UTC,33300,9,2609,0,2021-09-02 11:07:53.780599,2022-01-12 20:40:52.689402,H5,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,61312,45,2609,0,2021-10-26 13:24:03.310096,2022-01-11 22:08:20.153291,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,61710,37,2609,0,2021-10-26 16:27:47.621191,2022-01-11 19:41:17.376667,P1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,88861,56,2609,0,2021-11-30 10:42:24.480147,2022-01-12 14:54:27.614568,A1,A1,Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,36627,27,2609,0,2021-09-07 10:57:34.657544,2022-01-11 21:36:32.256597,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,109166,61,2609,0,2022-01-04 13:08:20.229026,2022-01-11 19:12:18.477988,A4,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-13 08:00:10.073418 UTC,33548,13,2609,0,2021-09-02 12:43:43.847915,2022-01-11 20:51:01.471539,A5,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-13 08:00:10.073418 UTC,114178,73,2609,0,2022-01-08 16:27:14.472371,2022-01-10 12:57:41.906190,C4,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-08 08:00:29.572386 UTC,88861,56,2609,0,2021-11-30 10:42:24.480147,2022-01-05 15:31:06.186263,A1,A1,Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,57462,33,2609,0,2021-10-19 15:19:54.149438,2021-12-06 20:35:15.870189,,,Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-08 08:00:29.572386 UTC,53319,40,2609,0,2021-10-12 15:27:06.249314,2022-01-07 18:28:33.617869,,,Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,90414,34,2609,0,2021-12-04 11:47:14.131948,2021-12-04 11:47:14.131948,,,Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-08 08:00:29.572386 UTC,37265,23,2609,0,2021-09-10 15:28:27.200396,2021-09-29 04:03:52.349984,,,Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-08 08:00:29.572386 UTC,36043,1,2609,12,2021-09-06 10:03:12.438050,2022-01-07 22:44:26.884910,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,66915,50,2609,7,2021-10-30 13:15:43.789045,2022-01-06 15:37:45.967643,C3,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,33548,13,2609,0,2021-09-02 12:43:43.847915,2022-01-06 18:27:32.291988,A4,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,98889,55,2609,12,2021-12-16 12:57:39.149406,2022-01-07 18:36:07.390265,A4,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-08 08:00:29.572386 UTC,53323,38,2609,0,2021-10-12 15:36:35.114750,2022-01-05 14:06:34.951405,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,35937,21,2609,0,2021-09-04 12:34:00.706548,2022-01-06 16:50:37.890995,E1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
2022-01-08 08:00:29.572386 UTC,109166,61,2609,0,2022-01-04 13:08:20.229026,2022-01-04 19:32:22.503082,A4,"",Banana nanica 500g,7898462315557,5.5,0,true,inactive
2022-01-08 08:00:29.572386 UTC,61218,49,2609,2,2021-10-26 12:35:07.062539,2022-01-06 18:33:51.795676,A1,"",Banana nanica 500g,7898462315557,5.5,0,true,active
